button.adduser; Add User; Tilf\u00f8j bruger; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}button.adduser;;;
button.agenda; Agenda; Agenda; {alfresco/site-webscripts/org/alfresco/components/calendar/toolbar.get.properties}button.agenda;;;
button.apply; Apply; Anvend; {alfresco/site-webscripts/org/alfresco/components/console/application.get.properties}button.apply;;;
button.apply; Apply changes; Anvender \u00e6ndringer; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/aspects.get.properties}button.apply;;;
button.approve; Approve...; Godkend...; {alfresco/site-webscripts/org/alfresco/components/rules/config/rule-config-action.get.properties}button.approve;;;
button.assign; Assign; Tildel; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}button.assign;;;
button.assign; Assign Workflow; Tildel workflow; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/workflow.get.properties}button.assign;;;
button.browse; Browse; Gennemse; {alfresco/messages/slingshot.properties}button.browse;;;
button.cancel; Cancel; Annuller; {alfresco/site-webscripts/org/alfresco/components/comments/comments-list.get.properties}button.cancel;;;
button.cancel; Cancel; Annuller; {alfresco/site-webscripts/org/alfresco/modules/cloud/cloud-auth-form.get.properties}button.cancel;;;
button.cancel-job; Cancel Job; Annuller Job; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}button.cancel-job;;;
button.cancelWorkflow; Cancel Workflow; Annuller workflow; {alfresco/site-webscripts/org/alfresco/components/workflow/workflow-details-actions.get.properties}button.cancelWorkflow;;;
button.change; Change...; \u00c6ndre...; {alfresco/site-webscripts/org/alfresco/components/rules/rules-linked.get.properties}button.change;;;
button.claim; Claim; Overtag; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}button.claim;;;
button.clear; Clear; Ryd; {alfresco/messages/slingshot.properties}button.clear;;;
button.configure; Configure External Blog; Konfigurer ekstern blog; {alfresco/site-webscripts/org/alfresco/components/blog/toolbar.get.properties}button.configure;;;
button.copy-rule-from; Copy Rule From...; Kopier regel fra...; {alfresco/site-webscripts/org/alfresco/components/rules/rules-header.get.properties}button.copy-rule-from;;;
button.create; Create; Opret; {alfresco/messages/slingshot.properties}button.create;;;
button.create; New Page; Ny side; {alfresco/site-webscripts/org/alfresco/components/wiki/toolbar.get.properties}button.create;;;
button.create; New Topic; Nye emne; {alfresco/site-webscripts/org/alfresco/components/discussions/toolbar.get.properties}button.create;;;
button.create; New Post; Ny post; {alfresco/site-webscripts/org/alfresco/components/blog/toolbar.get.properties}button.create;;;
button.create-content; Create...; Opret...; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.create-content;;;
button.create-content; Create...; Opret...; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.create-content;;;
button.create-content; Create Content...; Opret indhold...; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/toolbar.get.properties}button.create-content;;;
button.create-content; Create...; Opret...; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo.get.properties}button.create-content;;;
button.create-content; Create...; Opret...; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/myfiles.get.properties}button.create-content;;;
button.create-content; Create Content...; Opret indhold...; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo-toolbar.get.properties}button.create-content;;;
button.create-job; Create Job; Opret job; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}button.create-job;;;
button.create-job; Create Job; Opret job; {alfresco/site-webscripts/org/alfresco/components/admin/replication-job.get.properties}button.create-job;;;
button.createanother; Create and Create Another; Opret og opret et anden; {alfresco/messages/slingshot.properties}button.createanother;;;
button.createanother; Create and Start Another; Opret og opret et anden; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}button.createanother;;;
button.creategroup; Create Group; Opret gruppe; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}button.creategroup;;;
button.createuser; Create User; Opret bruger; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}button.createuser;;;
button.customize; Customize; Tilpas; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.customize;;;
button.customize; Customize; Tilpas; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.customize;;;
button.customize; Customize; Tilpas; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/toolbar.get.properties}button.customize;;;
button.customize; Customize; Tilpas; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo.get.properties}button.customize;;;
button.customize; Customize; Tilpas; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/myfiles.get.properties}button.customize;;;
button.customize; Customize; Tilpas; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo-toolbar.get.properties}button.customize;;;
button.day; Day; Dag; {alfresco/site-webscripts/org/alfresco/components/calendar/toolbar.get.properties}button.day;;;
button.delete; Delete; Slet; {alfresco/messages/slingshot.properties}button.delete;;;
button.delete-job; Delete; Slet; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}button.delete-job;;;
button.deleteWorkflow; Delete Workflow; Slet workflow; {alfresco/site-webscripts/org/alfresco/components/workflow/workflow-details-actions.get.properties}button.deleteWorkflow;;;
button.deletegroup; Delete Group; Slet gruppe; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}button.deletegroup;;;
button.deleteuser; Delete User; Slet bruger; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}button.deleteuser;;;
button.disable; Disable Activity Feeds; Deaktiver aktivitetsfeeds; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}button.disable;;;
button.disable.tooltip; Disable Activity Feeds and Email Notifications for site {0}; Disable Activity Feeds and Email Notifications for site {0}; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}button.disable.tooltip;;;
button.discardTemplate; Discard Template; Kasser skabelon; {alfresco/site-webscripts/org/alfresco/modules/email-form.get.properties}button.discardTemplate;;;
button.document-details; Document Details; Dokumentdetaljer; {alfresco/site-webscripts/org/alfresco/components/quickshare/header.get.properties}button.document-details;;;
button.done; Done; Afsluttet; {alfresco/messages/slingshot.properties}button.done;;;
button.download; Download; Hent; {alfresco/messages/slingshot.properties}button.download;;;
button.download; Download; Hent; {alfresco/site-webscripts/org/alfresco/modules/preview/pdfjs.get.properties}button.download;;;
button.edit; Edit; Rediger; {alfresco/messages/slingshot.properties}button.edit;;;
button.edit-job; Edit; Rediger; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}button.edit-job;;;
button.edit-job; Save; Gem; {alfresco/site-webscripts/org/alfresco/components/admin/replication-job.get.properties}button.edit-job;;;
button.editprofile; Edit Profile; Rediger profil; {alfresco/site-webscripts/org/alfresco/components/profile/userprofile.get.properties}button.editprofile;;;
button.edituser; Edit User; Rediger bruger; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}button.edituser;;;
button.empty; Empty; Tom; {alfresco/site-webscripts/org/alfresco/components/user-trashcan.get.properties}button.empty;;;
button.empty; Empty; Tom; {alfresco/site-webscripts/org/alfresco/components/console/filemanagement/trashcan.get.properties}button.empty;;;
button.enable; Enable Activity Feeds; Aktiver aktivitetsfeeds; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}button.enable;;;
button.enable.tooltip; Enable Activity Feeds and Email Notifications for site {0}; Enable Activity Feeds and Email Notifications for site {0}; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}button.enable.tooltip;;;
button.favouritesites; Favorite Sites; Favoritsites; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/global-folder.get.properties}button.favouritesites;;;
button.folders.hide; Hide Folders; Gem mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.folders.hide;;;
button.folders.hide; Hide Folders; Gem mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.folders.hide;;;
button.folders.hide; Hide Folders; Gem mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist.get.properties}button.folders.hide;;;
button.folders.hide; Hide Folders; Gem mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo.get.properties}button.folders.hide;;;
button.folders.hide; Hide Folders; Gem mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/myfiles.get.properties}button.folders.hide;;;
button.folders.show; Show Folders; Vis mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.folders.show;;;
button.folders.show; Show Folders; Vis mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.folders.show;;;
button.folders.show; Show Folders; Vis mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist.get.properties}button.folders.show;;;
button.folders.show; Show Folders; Vis mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo.get.properties}button.folders.show;;;
button.folders.show; Show Folders; Vis mapper; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/myfiles.get.properties}button.folders.show;;;
button.follow; Follow; F\u00f8lg; {alfresco/messages/slingshot.properties}button.follow;;;
button.fullscreen.enter; Full Screen; Hele sk\u00e6rmen; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.fullscreen.enter;;;
button.fullscreen.enter; Full Screen; Hele sk\u00e6rmen; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.fullscreen.enter;;;
button.fullscreen.enter; Full Screen; Hele sk\u00e6rmen; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo.get.properties}button.fullscreen.enter;;;
button.fullscreen.enter; Full Screen; Hele sk\u00e6rmen; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/myfiles.get.properties}button.fullscreen.enter;;;
button.fullscreen.exit; Exit Full Screen; Forlad hel sk\u00e6rm; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.fullscreen.exit;;;
button.fullscreen.exit; Exit Full Screen; Forlad hel sk\u00e6rm; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.fullscreen.exit;;;
button.fullscreen.exit; Exit Full Screen; Forlad hel sk\u00e6rm; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/repo.get.properties}button.fullscreen.exit;;;
button.fullscreen.exit; Exit Full Screen; Forlad hel sk\u00e6rm; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/myfiles.get.properties}button.fullscreen.exit;;;
button.fullwindow.enter; Full Window; Hele vinduet; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/sharedfiles.get.properties}button.fullwindow.enter;;;
button.fullwindow.enter; Full Window; Hele vinduet; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/documentlist-v2.get.properties}button.fullwindow.enter;;;
